,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop
274,Canada,1979,441.647,0.729,2.269,18.279,0.179,2461.248,101868.611,4.061,24161000.0,606000000000.0,1.0,1.0,0.0,1.0,1.0,0.7531448850216539,0.8257933908636448,0.23094558793560221
275,Canada,1980,442.817,0.72,2.286,18.136,0.176,2520.017,103207.462,4.098,24417000.0,615000000000.0,1.0,1.0,0.0,1.0,1.0,0.7577892718633519,0.869389181205644,0.24398818015080498
276,Canada,1981,429.598,0.684,2.28,17.415,0.175,2450.176,99326.104,3.902,24668000.0,628000000000.0,1.0,1.0,0.0,1.0,1.0,0.7053156396749724,0.8175800030117735,0.25677603423680456
277,Canada,1982,414.426,0.679,2.216,16.632,0.167,2481.89,99606.301,4.069,24917000.0,610000000000.0,1.0,1.0,0.0,1.0,1.0,0.6450894540662202,0.8411059587861812,0.2694619930711229
278,Canada,1983,408.31,0.647,2.163,16.221,0.166,2462.001,97811.011,3.902,25171000.0,631000000000.0,1.0,1.0,0.0,1.0,1.0,0.6208116165244902,0.8263519783864465,0.2824026900346444
279,Canada,1984,425.199,0.633,2.189,16.711,0.162,2621.471,103025.002,3.901,25445000.0,672000000000.0,1.0,1.0,0.0,1.0,1.0,0.687853539062469,0.9446493917478895,0.2963623395149786
280,Canada,1985,421.676,0.597,2.096,16.379,0.156,2702.53,104972.995,3.828,25745000.0,706000000000.0,1.0,1.0,0.0,1.0,1.0,0.6738687742391343,1.004780262944135,0.31164662726716935
281,Canada,1986,404.66,0.568,1.983,15.518,0.149,2706.928,103809.165,3.797,26076000.0,713000000000.0,1.0,1.0,0.0,1.0,1.0,0.6063227174029543,1.0080427701490235,0.3285102914204198
282,Canada,1987,430.922,0.566,2.046,16.302,0.154,2800.186,105935.226,3.68,26433000.0,761000000000.0,1.0,1.0,0.0,1.0,1.0,0.710571338972757,1.0772230559410942,0.3466985938455268
283,Canada,1988,455.608,0.568,2.084,16.996,0.156,2917.286,108829.574,3.638,26806000.0,802000000000.0,1.0,1.0,0.0,1.0,1.0,0.8085639317711786,1.164089721173583,0.365702058284084
284,Canada,1989,462.818,0.553,2.085,17.029,0.157,2949.708,108528.936,3.524,27179000.0,837000000000.0,1.0,1.0,0.0,1.0,1.0,0.8371844694879662,1.1881408827463222,0.38470552272264114
285,Canada,1990,462.117,0.55,2.036,16.779,0.16,2895.397,105130.441,3.447,27541000.0,840000000000.0,1.0,1.0,0.0,1.0,1.0,0.8344018069443507,1.1478521085751716,0.4031485632769513
286,Canada,1991,452.495,0.558,1.953,16.225,0.156,2897.926,103909.281,3.573,27889000.0,811000000000.0,1.0,1.0,0.0,1.0,1.0,0.7962066871231398,1.1497281614903976,0.42087833706949257
287,Canada,1992,467.037,0.554,2.081,16.548,0.157,2970.993,105264.769,3.524,28224000.0,843000000000.0,1.0,1.0,0.0,1.0,1.0,0.8539320490479005,1.203930438420733,0.43794579172610554
288,Canada,1993,467.406,0.551,2.061,16.373,0.154,3035.487,106329.227,3.58,28548000.0,848000000000.0,1.0,1.0,0.0,1.0,1.0,0.855396817205667,1.251773125931443,0.4544528224984716
289,Canada,1994,482.437,0.543,2.112,16.716,0.153,3147.337,109051.551,3.544,28861000.0,888000000000.0,1.0,1.0,0.0,1.0,1.0,0.9150632946565734,1.334745256642407,0.4703994293865906
290,Canada,1995,494.92,0.533,2.121,16.97,0.154,3216.175,110278.947,3.466,29164000.0,928000000000.0,1.0,1.0,0.0,1.0,1.0,0.9646153296522267,1.3858103932886416,0.48583656001630326
291,Canada,1996,510.737,0.544,2.124,17.338,0.155,3304.785,112186.322,3.523,29458000.0,938000000000.0,1.0,1.0,0.0,1.0,1.0,1.0274018823660176,1.4515427178509885,0.5008151620134502
292,Canada,1997,524.789,0.535,2.169,17.645,0.157,3333.025,112064.579,3.401,29742000.0,980000000000.0,1.0,1.0,0.0,1.0,1.0,1.0831821592032294,1.472491604496296,0.5152842877521907
293,Canada,1998,533.64,0.534,2.213,17.775,0.162,3290.248,109594.569,3.29,30022000.0,1000000000000.0,1.0,1.0,0.0,1.0,1.0,1.1183167471826037,1.440758937214911,0.5295496229875688
294,Canada,1999,549.553,0.509,2.249,18.135,0.162,3394.627,112022.79,3.143,30303000.0,1080000000000.0,1.0,1.0,0.0,1.0,1.0,1.1814843777910977,1.51818895984772,0.5438659058487875
295,Canada,2000,572.162,0.498,2.278,18.705,0.164,3493.813,114221.68,3.038,30588000.0,1150000000000.0,1.0,1.0,0.0,1.0,1.0,1.271232191555155,1.591766731476667,0.5583859792133686
296,Canada,2001,564.946,0.491,2.23,18.295,0.165,3417.923,110684.049,2.972,30880000.0,1150000000000.0,1.0,1.0,0.0,1.0,1.0,1.2425878364699483,1.5354703076979,0.5732626859588343
297,Canada,2002,570.845,0.488,2.203,18.309,0.162,3530.276,113229.727,3.017,31178000.0,1170000000000.0,1.0,1.0,0.0,1.0,1.0,1.2660042791871926,1.6188155719068311,0.5884450784593438
298,Canada,2003,587.178,0.485,2.161,18.648,0.165,3555.054,112901.872,2.938,31488000.0,1210000000000.0,1.0,1.0,0.0,1.0,1.0,1.330839125585014,1.6371962912162301,0.6042388424699409
299,Canada,2004,585.703,0.465,2.057,18.41,0.163,3603.585,113266.849,2.86,31815000.0,1260000000000.0,1.0,1.0,0.0,1.0,1.0,1.324984022515352,1.6731973683332064,0.6208987161198288
300,Canada,2005,576.434,0.433,1.96,17.922,0.158,3646.971,113386.732,2.742,32164000.0,1330000000000.0,1.0,1.0,0.0,1.0,1.0,1.2881901578694568,1.7053818016190878,0.6386794375382108
301,Canada,2006,570.95,0.42,1.88,17.548,0.158,3609.884,110947.049,2.654,32537000.0,1360000000000.0,1.0,1.0,0.0,1.0,1.0,1.2664210831345246,1.677870067942937,0.6576829019767679
302,Canada,2007,594.221,0.424,1.899,18.044,0.159,3745.547,113739.257,2.675,32931000.0,1400000000000.0,1.0,1.0,0.0,1.0,1.0,1.358796746547474,1.7785070654274382,0.6777562665579784
303,Canada,2008,575.587,0.394,1.802,17.265,0.154,3739.519,112169.856,2.561,33338000.0,1460000000000.0,1.0,1.0,0.0,1.0,1.0,1.2848279393609798,1.774035397980628,0.6984919502751172
304,Canada,2009,542.55,0.411,1.724,16.077,0.153,3545.818,105073.715,2.686,33746000.0,1320000000000.0,1.0,1.0,0.0,1.0,1.0,1.153685539284764,1.6303448777227438,0.7192785816180965
305,Canada,2010,555.55,0.4,1.677,16.269,0.153,3628.143,106247.594,2.61,34148000.0,1390000000000.0,1.0,1.0,0.0,1.0,1.0,1.2052898375258514,1.691414888100751,0.7397595272060322
306,Canada,2011,566.741,0.388,1.657,16.409,0.149,3805.379,110176.288,2.606,34539000.0,1460000000000.0,1.0,1.0,0.0,1.0,1.0,1.2497131991886214,1.8228914062830344,0.7596800489097209
307,Canada,2012,569.737,0.393,1.639,16.315,0.151,3776.552,108142.476,2.605,34922000.0,1450000000000.0,1.0,1.0,0.0,1.0,1.0,1.2616060051524904,1.8015070735874155,0.7791929896066844
308,Canada,2013,576.327,0.389,1.647,16.328,0.147,3919.54,111044.578,2.648,35297000.0,1480000000000.0,1.0,1.0,0.0,1.0,1.0,1.2877654147993187,1.9075778739995686,0.7982983492969228
309,Canada,2014,575.942,0.376,1.634,16.149,0.145,3975.295,111465.209,2.598,35664000.0,1530000000000.0,1.0,1.0,0.0,1.0,1.0,1.2862371336591019,1.9489378306181633,0.8169961279804361
310,Canada,2015,575.907,0.374,1.636,15.985,0.146,3943.071,109447.654,2.56,36027000.0,1540000000000.0,1.0,1.0,0.0,1.0,1.0,1.2860981990099913,1.925033548633093,0.8354901161605869
311,Canada,2016,564.033,0.359,1.601,15.503,0.143,3933.539,108114.755,2.505,36383000.0,1570000000000.0,1.0,1.0,0.0,1.0,1.0,1.2389636269088629,1.9179625575742023,0.8536274709598533
312,Chile,1965,17.747,0.373,0.157,1.974,0.247,71.742,7980.196,1.507,8990000.0,47613448192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Chile,1966,18.772,0.35,0.159,2.051,0.244,76.911,8402.846,1.434,9153000.0,53636050944.0,0.0,1.0,0.0,0.0,0.0,0.05775624049135057,0.07204984527891607,0.018131256952169078
314,Chile,1967,19.238,0.337,0.158,2.066,0.245,78.425,8421.881,1.376,9312000.0,57007665152.0,0.0,1.0,0.0,0.0,0.0,0.0840141995830281,0.0931532435672269,0.03581757508342603
315,Chile,1968,21.202,0.361,0.165,2.239,0.271,78.346,8273.953,1.334,9469000.0,58713059328.0,0.0,1.0,0.0,0.0,0.0,0.19468079111962597,0.09205207549273785,0.053281423804226916
316,Chile,1969,22.531,0.36,0.165,2.341,0.267,84.337,8762.309,1.346,9625000.0,62654390272.0,0.0,1.0,0.0,0.0,0.0,0.26956668732743555,0.1755596442808954,0.07063403781979978
317,Chile,1970,24.636,0.392,0.166,2.518,0.277,88.993,9096.726,1.417,9783000.0,62791036928.0,0.0,1.0,0.0,0.0,0.0,0.3881782836535752,0.24045886649382495,0.08820912124582869
318,Chile,1971,27.055,0.381,0.175,2.721,0.285,95.094,9563.904,1.339,9943000.0,71006216192.0,0.0,1.0,0.0,0.0,0.0,0.5244830112131628,0.3254997072844357,0.10600667408231368
319,Chile,1972,28.137,0.397,0.174,2.785,0.288,97.86,9685.259,1.381,10104000.0,70863659008.0,0.0,1.0,0.0,0.0,0.0,0.5854510621513496,0.3640545287279417,0.1239154616240267
320,Chile,1973,27.586,0.403,0.162,2.687,0.291,94.645,9219.244,1.384,10266000.0,68388270080.0,0.0,1.0,0.0,0.0,0.0,0.5544035611652673,0.3192411697471494,0.14193548387096774
321,Chile,1974,25.875,0.397,0.153,2.481,0.277,93.384,8954.242,1.432,10429000.0,65208266752.0,0.0,1.0,0.0,0.0,0.0,0.45799290020848593,0.301664297064481,0.16006674082313682
322,Chile,1975,22.944,0.416,0.136,2.166,0.273,84.098,7939.748,1.524,10592000.0,55196766208.0,0.0,1.0,0.0,0.0,0.0,0.29283822617907246,0.17222826238465605,0.1781979977753059
323,Chile,1976,24.025,0.417,0.135,2.233,0.272,88.17,8196.487,1.532,10757000.0,57563774976.0,0.0,1.0,0.0,0.0,0.0,0.3537499295655603,0.22898720414819765,0.19655172413793104
324,Chile,1977,23.012,0.366,0.126,2.107,0.252,91.18,8347.501,1.45,10923000.0,62879199232.0,0.0,1.0,0.0,0.0,0.0,0.2966698596945963,0.2709431016698726,0.2150166852057842
325,Chile,1978,22.836,0.338,0.12,2.059,0.236,96.745,8724.435,1.43,11089000.0,67637358592.0,0.0,1.0,0.0,0.0,0.0,0.28675269059559355,0.34851272615762036,0.23348164627363738
326,Chile,1979,24.722,0.337,0.127,2.197,0.248,99.804,8867.557,1.361,11255000.0,73315172352.0,0.0,1.0,0.0,0.0,0.0,0.3930241730996789,0.3911516266622062,0.25194660734149055
327,Chile,1980,25.091,0.321,0.13,2.197,0.244,103.005,9020.512,1.319,11419000.0,78112849920.0,0.0,1.0,0.0,0.0,0.0,0.41381641967656513,0.43576984193359525,0.27018909899888766
328,Chile,1981,24.335,0.296,0.129,2.101,0.23,105.646,9121.571,1.286,11582000.0,82155520000.0,0.0,1.0,0.0,0.0,0.0,0.37121767059221283,0.4725823088288589,0.2883203559510567
329,Chile,1982,20.467,0.285,0.109,1.743,0.212,96.589,8224.549,1.345,11744000.0,71805239296.0,0.0,1.0,0.0,0.0,0.0,0.15326534062094996,0.34633826768141385,0.30634037819799775
330,Chile,1983,20.664,0.297,0.109,1.735,0.21,98.599,8280.081,1.416,11908000.0,69619458048.0,0.0,1.0,0.0,0.0,0.0,0.16436580830562922,0.37435532881715033,0.32458286985539486
331,Chile,1984,21.993,0.305,0.113,1.821,0.213,103.378,8559.237,1.434,12078000.0,72093655040.0,0.0,1.0,0.0,0.0,0.0,0.23925170451343883,0.44096902790555037,0.34349276974416015
332,Chile,1985,21.28,0.294,0.106,1.736,0.2,106.389,8679.875,1.468,12257000.0,72480407552.0,0.0,1.0,0.0,0.0,0.0,0.19907590015213847,0.4829388642636111,0.36340378197997775
333,Chile,1986,22.009,0.291,0.108,1.768,0.198,111.108,8927.173,1.467,12446000.0,75760721920.0,0.0,1.0,0.0,0.0,0.0,0.24015326534062098,0.548716233168855,0.38442714126807565
334,Chile,1987,22.394,0.276,0.106,1.771,0.192,116.513,9215.603,1.436,12643000.0,81109753856.0,0.0,1.0,0.0,0.0,0.0,0.26184707274468916,0.6240556438348527,0.4063403781979978
335,Chile,1988,26.58,0.298,0.122,2.069,0.204,130.34,10144.779,1.463,12848000.0,89069977600.0,0.0,1.0,0.0,0.0,0.0,0.4977179241561953,0.8167879345432243,0.4291434927697442
336,Chile,1989,31.995,0.328,0.144,2.45,0.222,144.29,11049.068,1.477,13059000.0,97668136960.0,0.0,1.0,0.0,0.0,0.0,0.8028399166056236,1.0112347021270662,0.45261401557285874
337,Chile,1990,32.882,0.329,0.145,2.477,0.216,152.231,11467.502,1.525,13275000.0,99846045696.0,0.0,1.0,0.0,0.0,0.0,0.8528201949625288,1.121923001867804,0.47664071190211343
338,Chile,1991,31.137,0.291,0.134,2.307,0.183,170.111,12605.454,1.59,13495000.0,107000000000.0,0.0,1.0,0.0,0.0,0.0,0.7544937172479856,1.3711493964483843,0.5011123470522804
339,Chile,1992,32.202,0.266,0.143,2.347,0.171,187.769,13685.815,1.552,13720000.0,121000000000.0,0.0,1.0,0.0,0.0,0.0,0.8145038598072912,1.6172813693512864,0.5261401557285873
340,Chile,1993,34.259,0.266,0.151,2.457,0.172,198.644,14244.84,1.54,13945000.0,129000000000.0,0.0,1.0,0.0,0.0,0.0,0.9304107736518848,1.7688662150483676,0.5511679644048944
341,Chile,1994,37.74,0.27,0.165,2.664,0.181,208.953,14750.299,1.493,14166000.0,140000000000.0,0.0,1.0,0.0,0.0,0.0,1.1265566011156816,1.9125616793510078,0.5757508342602892
342,Chile,1995,41.09,0.257,0.176,2.857,0.182,225.19,15658.864,1.407,14381000.0,160000000000.0,0.0,1.0,0.0,0.0,0.0,1.3153208993069254,2.1388865657494907,0.5996662958843159
343,Chile,1996,47.628,0.289,0.198,3.265,0.199,239.38,16410.49,1.451,14587000.0,165000000000.0,0.0,1.0,0.0,0.0,0.0,1.683721192314194,2.3366786540659583,0.6225806451612903
344,Chile,1997,55.45,0.328,0.229,3.75,0.202,273.917,18525.446,1.621,14786000.0,169000000000.0,0.0,1.0,0.0,0.0,0.0,2.1244717417028234,2.818084246327116,0.6447163515016685
345,Chile,1998,56.807,0.338,0.236,3.793,0.206,275.639,18402.911,1.641,14978000.0,168000000000.0,0.0,1.0,0.0,0.0,0.0,2.2009353693582017,2.8420869225837024,0.6660734149054505
346,Chile,1999,60.907,0.381,0.249,4.017,0.212,287.884,18985.967,1.799,15163000.0,160000000000.0,0.0,1.0,0.0,0.0,0.0,2.431960331323604,3.0127679741295195,0.6866518353726363
347,Chile,2000,58.114,0.348,0.231,3.788,0.191,303.705,19795.648,1.819,15342000.0,167000000000.0,0.0,1.0,0.0,0.0,0.0,2.274581619428636,3.233294304591452,0.7065628476084539
348,Chile,2001,52.576,0.315,0.208,3.389,0.172,305.761,19706.15,1.831,15516000.0,167000000000.0,0.0,1.0,0.0,0.0,0.0,1.9625288781202457,3.2619525522009423,0.7259176863181313
349,Chile,2002,54.49,0.324,0.21,3.474,0.172,316.802,20199.079,1.886,15684000.0,168000000000.0,0.0,1.0,0.0,0.0,0.0,2.0703780920718997,3.415851244738089,0.7446051167964405
350,Chile,2003,54.884,0.31,0.202,3.463,0.174,315.468,19903.324,1.782,15850000.0,177000000000.0,0.0,1.0,0.0,0.0,0.0,2.092579027441258,3.3972568369992473,0.7630700778642937
351,Chile,2004,59.047,0.304,0.207,3.687,0.178,332.156,20740.329,1.712,16015000.0,194000000000.0,0.0,1.0,0.0,0.0,0.0,2.3271538851636895,3.6298681386077885,0.7814238042269188
352,Chile,2005,60.947,0.283,0.207,3.766,0.176,345.359,21340.827,1.606,16183000.0,215000000000.0,0.0,1.0,0.0,0.0,0.0,2.4342142333915593,3.813902595411334,0.800111234705228
353,Chile,2006,63.972,0.253,0.211,3.911,0.173,369.254,22577.454,1.46,16355000.0,253000000000.0,0.0,1.0,0.0,0.0,0.0,2.604665577280667,4.146971090853335,0.8192436040044494
354,Chile,2007,70.707,0.261,0.226,4.277,0.187,377.898,22861.359,1.394,16530000.0,271000000000.0,0.0,1.0,0.0,0.0,0.0,2.984166337972615,4.2674583925733875,0.8387096774193549
355,Chile,2008,70.819,0.268,0.222,4.239,0.189,374.185,22395.546,1.417,16708000.0,264000000000.0,0.0,1.0,0.0,0.0,0.0,2.9904772637628896,4.215703493072398,0.8585094549499444
356,Chile,2009,65.92,0.245,0.21,3.904,0.18,366.895,21727.78,1.364,16886000.0,269000000000.0,0.0,1.0,0.0,0.0,0.0,2.714430607990083,4.114089375818906,0.8783092324805339
357,Chile,2010,71.33,0.231,0.215,4.18,0.193,368.85,21616.924,1.194,17063000.0,309000000000.0,0.0,1.0,0.0,0.0,0.0,3.0192708626810165,4.141339800953416,0.8979977753058954
358,Chile,2011,78.084,0.23,0.228,4.531,0.195,401.264,23283.278,1.18,17234000.0,340000000000.0,0.0,1.0,0.0,0.0,0.0,3.3998422268552435,4.593153243567227,0.9170189098998888
359,Chile,2012,79.704,0.221,0.229,4.581,0.194,410.715,23604.317,1.138,17400000.0,361000000000.0,0.0,1.0,0.0,0.0,0.0,3.491125260607426,4.7248891862507305,0.9354838709677419
360,Chile,2013,81.692,0.223,0.233,4.649,0.197,415.232,23630.307,1.131,17572000.0,367000000000.0,0.0,1.0,0.0,0.0,0.0,3.603144193384797,4.787850910206016,0.9546162402669633
361,Chile,2014,77.423,0.206,0.22,4.36,0.19,407.915,22969.471,1.085,17759000.0,376000000000.0,0.0,1.0,0.0,0.0,0.0,3.3625964951822844,4.685860444370103,0.9754171301446051
362,Chile,2015,81.633,0.212,0.232,4.543,0.195,417.688,23244.935,1.085,17969000.0,385000000000.0,0.0,1.0,0.0,0.0,0.0,3.599819687834563,4.82208469236988,0.9987764182424916
363,Chile,2016,84.154,0.215,0.239,4.622,0.192,438.069,24057.849,1.12,18209000.0,391000000000.0,0.0,1.0,0.0,0.0,0.0,3.7418718656674366,5.106172116751694,1.0254727474972192
364,China,1965,474.681,0.585,4.212,0.655,0.31,1529.004,2111.245,1.885,724219008.0,811000000000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
365,China,1966,521.459,0.618,4.421,0.702,0.314,1661.991,2238.628,1.969,742414976.0,844000000000.0,1.0,0.0,1.0,0.0,1.0,0.09854618154086632,0.086976227661929,0.025124952257535887
366,China,1967,432.224,0.498,3.551,0.567,0.289,1494.761,1960.134,1.722,762580992.0,868000000000.0,1.0,0.0,1.0,0.0,1.0,-0.08944322608235845,-0.0223956248642907,0.05297014242409943
367,China,1968,467.806,0.552,3.644,0.597,0.31,1509.254,1924.884,1.782,784075008.0,847000000000.0,1.0,0.0,1.0,0.0,1.0,-0.014483410964416103,-0.012916905384158578,0.08264903204528981
368,China,1969,575.945,0.617,4.206,0.715,0.313,1837.617,2279.962,1.97,805985984.0,933000000000.0,1.0,0.0,1.0,0.0,1.0,0.21333063678554665,0.20183923652259908,0.11290365910970401
369,China,1970,770.167,0.727,5.194,0.931,0.327,2353.876,2844.216,2.221,827601024.0,1060000000000.0,1.0,0.0,1.0,0.0,1.0,0.6224938432336665,0.5394832191413498,0.14274965840167508
370,China,1971,874.016,0.767,5.666,1.03,0.313,2790.663,3287.929,2.448,848760000.0,1140000000000.0,1.0,0.0,1.0,0.0,1.0,0.8412702425418334,0.8251508825352976,0.17196592553395118
371,China,1972,928.894,0.822,5.754,1.068,0.309,3008.114,3459.646,2.662,869486016.0,1130000000000.0,1.0,0.0,1.0,0.0,1.0,0.9568805155462301,0.9673682998867238,0.2005843624584899
372,China,1973,965.647,0.798,5.68,1.086,0.304,3174.909,3569.379,2.624,889484992.0,1210000000000.0,1.0,0.0,1.0,0.0,1.0,1.0343072505535298,1.0764556534842291,0.2281989041635317
373,China,1974,985.085,0.794,5.82,1.084,0.301,3273.2,3603.005,2.64,908464000.0,1240000000000.0,1.0,0.0,1.0,0.0,1.0,1.0752568567100855,1.1407399849836888,0.254405076316362
374,China,1975,1142.102,0.872,6.757,1.233,0.312,3666.25,3958.203,2.799,926241024.0,1310000000000.0,1.0,0.0,1.0,0.0,1.0,1.4060411097136816,1.397802752641589,0.27895155162787444
375,China,1976,1190.965,0.923,6.691,1.263,0.309,3860.445,4095.159,2.993,942684992.0,1290000000000.0,1.0,0.0,1.0,0.0,1.0,1.5089797147979378,1.5248102686454714,0.3016573461711737
376,China,1977,1304.403,0.981,7.133,1.362,0.31,4210.14,4395.218,3.166,957891008.0,1330000000000.0,1.0,0.0,1.0,0.0,1.0,1.7479570490497829,1.753517976408172,0.3226537793385285
377,China,1978,1455.258,0.964,7.676,1.497,0.315,4617.967,4749.993,3.058,972204992.0,1510000000000.0,1.0,0.0,1.0,0.0,1.0,2.0657599524733454,2.0202452053755255,0.3424184966987224
378,China,1979,1487.113,0.929,7.64,1.508,0.313,4756.025,4822.909,2.973,986131968.0,1600000000000.0,1.0,0.0,1.0,0.0,1.0,2.132868178840105,2.110537971123686,0.36164883427086186
379,China,1980,1458.887,0.879,7.532,1.459,0.301,4847.776,4847.345,2.92,1000089024.0,1660000000000.0,1.0,0.0,1.0,0.0,1.0,2.0734050867845983,2.1705450083845435,0.3809207062402869
380,China,1981,1442.782,0.869,7.658,1.423,0.302,4781.407,4715.289,2.88,1014022016.0,1660000000000.0,1.0,0.0,1.0,0.0,1.0,2.0394770382635916,2.127138320109039,0.4001593506918835
381,China,1982,1570.468,0.858,8.398,1.528,0.315,4991.821,4856.098,2.728,1027948992.0,1830000000000.0,1.0,0.0,1.0,0.0,1.0,2.3084703200675825,2.2647533950205494,0.419389688264023
382,China,1983,1655.81,0.849,8.772,1.588,0.312,5311.389,5095.195,2.724,1042430976.0,1950000000000.0,1.0,0.0,1.0,0.0,1.0,2.48825843039852,2.4737574264030706,0.4393863796516095
383,China,1984,1802.317,0.819,9.278,1.703,0.316,5699.8,5386.459,2.591,1058172032.0,2200000000000.0,1.0,0.0,1.0,0.0,1.0,2.796901498058696,2.7277861928418763,0.46112159486429827
384,China,1985,1951.773,0.803,9.702,1.815,0.317,6164.966,5731.712,2.537,1075588992.0,2430000000000.0,1.0,0.0,1.0,0.0,1.0,3.111757159018372,3.0320143047369403,0.4851708946031972
385,China,1986,2052.242,0.799,10.059,1.874,0.318,6461.493,5900.831,2.514,1095014016.0,2570000000000.0,1.0,0.0,1.0,0.0,1.0,3.323412986826943,3.22594904918496,0.511992924659608
386,China,1987,2191.053,0.806,10.403,1.963,0.314,6968.512,6243.655,2.562,1116094976.0,2720000000000.0,1.0,0.0,1.0,0.0,1.0,3.6158430609188064,3.5575498821455014,0.5411014674721158
387,China,1988,2347.763,0.83,10.737,2.064,0.314,7484.832,6578.777,2.645,1137724032.0,2830000000000.0,1.0,0.0,1.0,0.0,1.0,3.945980563789155,3.8952337600163247,0.5709668200258008
388,China,1989,2386.885,0.849,10.755,2.061,0.304,7853.349,6779.731,2.795,1158356992.0,2810000000000.0,1.0,0.0,1.0,0.0,1.0,4.028398018880049,4.13625144211526,0.5994567654319286
389,China,1990,2420.789,0.868,10.665,2.057,0.304,7953.985,6758.512,2.851,1176883968.0,2790000000000.0,1.0,0.0,1.0,0.0,1.0,4.099822828383694,4.202069451747674,0.6250387728017214
390,China,1991,2538.03,0.866,10.954,2.128,0.304,8357.54,7006.087,2.852,1192897024.0,2930000000000.0,1.0,0.0,1.0,0.0,1.0,4.346811858911564,4.466002705028895,0.647149565011141
391,China,1992,2653.192,0.834,11.821,2.199,0.301,8801.082,7293.446,2.768,1206711040.0,3180000000000.0,1.0,0.0,1.0,0.0,1.0,4.589421105963795,4.756088277074488,0.6662239276658146
392,China,1993,2835.795,0.803,12.502,2.327,0.299,9474.688,7773.676,2.684,1218817024.0,3530000000000.0,1.0,0.0,1.0,0.0,1.0,4.974106821212562,5.196640427363173,0.682939843523135
393,China,1994,3010.242,0.807,13.178,2.447,0.299,10054.439,8174.208,2.696,1230019968.0,3730000000000.0,1.0,0.0,1.0,0.0,1.0,5.3416104710321255,5.575809481204759,0.698408843751309
394,China,1995,3265.057,0.822,13.994,2.631,0.315,10360.687,8349.192,2.61,1240920960.0,3970000000000.0,1.0,0.0,1.0,0.0,1.0,5.878423615017243,5.776101959183888,0.7134609093275829
395,China,1996,3408.347,0.802,14.171,2.723,0.313,10902.324,8710.459,2.565,1251635968.0,4250000000000.0,1.0,0.0,1.0,0.0,1.0,6.180289499685053,6.1303436747058875,0.7282561686091509
396,China,1997,3414.549,0.785,14.115,2.706,0.311,10964.571,8688.277,2.521,1261996032.0,4350000000000.0,1.0,0.0,1.0,0.0,1.0,6.193355116383424,6.171054490374126,0.7425613220027497
397,China,1998,3265.903,0.742,13.545,2.568,0.297,10979.26,8631.616,2.495,1271981952.0,4400000000000.0,1.0,0.0,1.0,0.0,1.0,5.8802058645701,6.180661397877312,0.7563498581909631
398,China,1999,3258.135,0.693,13.336,2.542,0.287,11365.416,8868.734,2.418,1281515008.0,4700000000000.0,1.0,0.0,1.0,0.0,1.0,5.86384119018878,6.433215348030483,0.7695130807723842
399,China,2000,3349.295,0.654,13.334,2.595,0.285,11757.131,9110.164,2.296,1290551040.0,5120000000000.0,1.0,0.0,1.0,0.0,1.0,6.055885952882041,6.6894049982864665,0.7819900137169556
400,China,2001,3426.144,0.614,13.525,2.637,0.276,12417.892,9558.622,2.225,1299129984.0,5580000000000.0,1.0,0.0,1.0,0.0,1.0,6.217782047311773,7.121556254921504,0.7938358005649031
401,China,2002,3782.439,0.619,14.598,2.893,0.279,13533.032,10351.482,2.215,1307352064.0,6110000000000.0,1.0,0.0,1.0,0.0,1.0,6.968380870521466,7.850880704040015,0.8051888303931398
402,China,2003,4452.31,0.678,16.383,3.385,0.282,15766.562,11987.011,2.4,1315303936.0,6570000000000.0,1.0,0.0,1.0,0.0,1.0,8.379583341233376,9.311655168985824,0.8161687576142713
403,China,2004,5125.894,0.71,18.004,3.874,0.278,18448.787,13943.765,2.555,1323085056.0,7220000000000.0,1.0,0.0,1.0,0.0,1.0,9.798607907205051,11.06588537374657,0.8269129108525138
404,China,2005,5771.168,0.701,19.623,4.337,0.275,20966.898,15755.392,2.548,1330776064.0,8230000000000.0,1.0,0.0,1.0,0.0,1.0,11.157992420172706,12.712781653939428,0.8375326376410159
405,China,2006,6377.748,0.705,20.997,4.765,0.277,22993.819,17179.965,2.541,1338408960.0,9050000000000.0,1.0,0.0,1.0,0.0,1.0,12.43586113621569,14.038429592074317,0.8480721235088047
406,China,2007,6861.751,0.699,21.927,5.098,0.274,25000.357,18573.9,2.546,1345993984.0,9820000000000.0,1.0,0.0,1.0,0.0,1.0,13.45549958814446,15.350746629832232,0.8585455078251688
407,China,2008,7375.19,0.723,23.086,5.449,0.284,25939.735,19163.954,2.543,1353569024.0,10200000000000.0,1.0,0.0,1.0,0.0,1.0,14.537150212458473,15.965119123298566,0.8690051062564765
408,China,2009,7758.812,0.699,24.659,5.7,0.286,27099.593,19909.058,2.441,1361169024.0,11100000000000.0,1.0,0.0,1.0,0.0,1.0,15.345318224239016,16.723690062288917,0.8794991694004254
409,China,2010,8500.543,0.675,25.657,6.21,0.293,28977.749,21170.014,2.3,1368811008.0,12600000000000.0,1.0,0.0,1.0,0.0,1.0,16.9079065730459,17.952042636906118,0.8900512039584578
