,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop
1533,Luxembourg,1990,11.848,0.879,0.052,31.015,0.319,37.121,97176.611,2.753,382000.0,13483514880.0,0.0,1.0,0.0,0.0,0.0,-0.028294923316657006,-0.11142761394101879,0.15757575757575756
1534,Luxembourg,1991,12.466,0.805,0.054,32.295,0.312,39.894,103351.211,2.576,386000.0,15486631936.0,0.0,1.0,0.0,0.0,0.0,0.02238989584187646,-0.04504978935273853,0.1696969696969697
1535,Luxembourg,1992,12.232,0.78,0.054,31.284,0.306,40.013,102336.192,2.55,391000.0,15688559616.0,0.0,1.0,0.0,0.0,0.0,0.003198556548839474,-0.04220126388356964,0.18484848484848485
1536,Luxembourg,1993,12.373,0.741,0.055,31.166,0.305,40.539,102112.854,2.427,397000.0,16704533504.0,0.0,1.0,0.0,0.0,0.0,0.014762568686951506,-0.029610302566066685,0.20303030303030303
1537,Luxembourg,1994,11.564,0.646,0.051,28.766,0.297,38.974,96949.872,2.178,402000.0,17896392704.0,0.0,1.0,0.0,0.0,0.0,-0.05158697613384725,-0.06707200306396033,0.21818181818181817
1538,Luxembourg,1995,9.17,0.507,0.039,22.476,0.271,33.895,83076.075,1.873,408000.0,18101090304.0,0.0,1.0,0.0,0.0,0.0,-0.2479291396703026,-0.18864898506319416,0.23636363636363636
1539,Luxembourg,1996,9.22,0.502,0.038,22.27,0.264,34.871,84229.701,1.898,414000.0,18376615936.0,0.0,1.0,0.0,0.0,0.0,-0.24382842614614936,-0.1652862887782459,0.2545454545454545
1540,Luxembourg,1997,8.573,0.434,0.035,20.412,0.251,34.121,81240.743,1.729,420000.0,19736479744.0,0.0,1.0,0.0,0.0,0.0,-0.2968916591486918,-0.18323918039065493,0.2727272727272727
1541,Luxembourg,1998,7.695,0.345,0.032,18.064,0.234,32.937,77317.304,1.477,426000.0,22294710272.0,0.0,1.0,0.0,0.0,0.0,-0.3689001886328221,-0.21158081194944478,0.2909090909090909
1542,Luxembourg,1999,8.148,0.323,0.033,18.905,0.234,34.816,80778.579,1.379,431000.0,25252990976.0,0.0,1.0,0.0,0.0,0.0,-0.3317477241039941,-0.16660283416315588,0.30606060606060603
1543,Luxembourg,2000,8.732,0.313,0.035,20.027,0.235,37.143,85191.319,1.333,436000.0,27865122816.0,0.0,1.0,0.0,0.0,0.0,-0.2838513901418847,-0.11090099578705483,0.3212121212121212
1544,Luxembourg,2001,9.226,0.355,0.036,20.969,0.232,39.809,90474.457,1.532,440000.0,25977962496.0,0.0,1.0,0.0,0.0,0.0,-0.24333634052325095,-0.04708445040214491,0.3333333333333333
1545,Luxembourg,2002,10.003,0.38,0.039,22.529,0.23,43.531,98043.486,1.654,444000.0,26320701440.0,0.0,1.0,0.0,0.0,0.0,-0.17961125235791023,0.042009766373037036,0.34545454545454546
1546,Luxembourg,2003,10.476,0.412,0.039,23.436,0.229,45.656,102138.757,1.797,447000.0,25401974784.0,0.0,1.0,0.0,0.0,0.0,-0.14081850241942087,0.09287629260819598,0.35454545454545455
1547,Luxembourg,2004,11.844,0.485,0.042,26.204,0.229,51.718,114419.769,2.116,452000.0,24444045312.0,0.0,1.0,0.0,0.0,0.0,-0.028622980398589373,0.2379835312140942,0.3696969696969697
1548,Luxembourg,2005,12.105,0.488,0.041,26.431,0.231,52.489,114605.516,2.117,458000.0,24792096768.0,0.0,1.0,0.0,0.0,0.0,-0.007217255802509571,0.2564391037916505,0.3878787878787879
1549,Luxembourg,2006,11.936,0.451,0.039,25.614,0.232,51.555,110632.978,1.949,466000.0,26457731072.0,0.0,1.0,0.0,0.0,0.0,-0.021077667514147434,0.2340817694369972,0.4121212121212121
1550,Luxembourg,2007,11.334,0.393,0.036,23.86,0.226,50.052,105372.167,1.735,475000.0,28851822592.0,0.0,1.0,0.0,0.0,0.0,-0.07045025834495203,0.1981041746457295,0.4393939393939394
1551,Luxembourg,2008,11.195,0.413,0.035,23.083,0.225,49.684,102441.93,1.834,485000.0,27093080064.0,0.0,1.0,0.0,0.0,0.0,-0.08185024194209788,0.18929528916124075,0.4696969696969697
1552,Luxembourg,2009,10.648,0.386,0.034,21.424,0.224,47.519,95611.761,1.724,497000.0,27566755840.0,0.0,1.0,0.0,0.0,0.0,-0.12671204789633397,0.13747127537342002,0.5060606060606061
1553,Luxembourg,2010,11.219,0.378,0.034,22.085,0.224,50.043,98508.958,1.688,508000.0,29648912384.0,0.0,1.0,0.0,0.0,0.0,-0.0798818994505044,0.1978887399463806,0.5393939393939394
1554,Luxembourg,2011,11.115,0.396,0.032,21.415,0.228,48.754,93937.806,1.735,519000.0,28096120832.0,0.0,1.0,0.0,0.0,0.0,-0.088411383580743,0.16703370356185354,0.5727272727272728
1555,Luxembourg,2012,10.851,0.352,0.031,20.436,0.227,47.871,90153.375,1.555,531000.0,30788435968.0,0.0,1.0,0.0,0.0,0.0,-0.11006315098827187,0.1458971658368441,0.6090909090909091
1556,Luxembourg,2013,10.304,0.336,0.029,18.976,0.226,45.609,83995.343,1.486,543000.0,30693855232.0,0.0,1.0,0.0,0.0,0.0,-0.15492495694250794,0.09175124473381842,0.6454545454545455
1557,Luxembourg,2014,9.825,0.264,0.028,17.703,0.222,44.186,79614.048,1.186,555000.0,37246500864.0,0.0,1.0,0.0,0.0,0.0,-0.19420979250389572,0.05768862504787429,0.6818181818181818
1558,Luxembourg,2015,9.333,0.241,0.027,16.461,0.217,42.953,75755.642,1.109,567000.0,38716084224.0,0.0,1.0,0.0,0.0,0.0,-0.23456081358156317,0.028174071237073908,0.7181818181818181
1559,Luxembourg,2016,9.08,0.225,0.026,15.683,0.214,42.396,73223.311,1.051,579000.0,40329289728.0,0.0,1.0,0.0,0.0,0.0,-0.25531042401377835,0.014841057066258077,0.7545454545454545
1560,Mexico,1965,75.168,0.365,0.667,1.704,0.259,290.436,6582.258,1.41,44124000.0,206000000000.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1561,Mexico,1966,80.845,0.358,0.685,1.776,0.263,307.413,6753.368,1.36,45520000.0,226000000000.0,1.0,1.0,1.0,0.0,1.0,0.07552415921668784,0.058453497500309995,0.031638110778714534
1562,Mexico,1967,90.006,0.366,0.739,1.917,0.287,313.105,6668.06,1.273,46956000.0,246000000000.0,1.0,1.0,1.0,0.0,1.0,0.197397828863346,0.07805161894530996,0.06418275768289367
1563,Mexico,1968,93.887,0.344,0.731,1.939,0.276,340.656,7033.693,1.248,48432000.0,273000000000.0,1.0,1.0,1.0,0.0,1.0,0.24902884206045114,0.1729124488699749,0.09763394071253739
1564,Mexico,1969,102.176,0.342,0.746,2.046,0.273,374.444,7497.117,1.252,49945000.0,299000000000.0,1.0,1.0,1.0,0.0,1.0,0.3593018305661983,0.28924788938010454,0.13192366965823588
1565,Mexico,1970,113.951,0.347,0.769,2.213,0.285,399.146,7751.313,1.217,51494000.0,328000000000.0,1.0,1.0,1.0,0.0,1.0,0.5159509365687525,0.37429932928424864,0.1670292811168525
1566,Mexico,1971,126.19,0.361,0.818,2.378,0.301,419.782,7909.067,1.199,53076000.0,350000000000.0,1.0,1.0,1.0,0.0,1.0,0.6787728820774797,0.44535112727072407,0.20288278487897743
1567,Mexico,1972,132.279,0.34,0.819,2.419,0.285,464.232,8488.417,1.193,54690000.0,389000000000.0,1.0,1.0,1.0,0.0,1.0,0.7597780970625796,0.5983968929471555,0.23946151754147402
1568,Mexico,1973,144.072,0.335,0.847,2.558,0.288,500.849,8892.291,1.165,56324000.0,430000000000.0,1.0,1.0,1.0,0.0,1.0,0.9166666666666665,0.7244728614909999,0.27649351826670293
1569,Mexico,1974,154.747,0.327,0.914,2.67,0.28,552.339,9528.512,1.168,57967000.0,473000000000.0,1.0,1.0,1.0,0.0,1.0,1.0586818859088973,0.9017580465231586,0.31372948962016134
1570,Mexico,1975,164.165,0.318,0.971,2.754,0.278,590.52,9906.73,1.144,59608000.0,516000000000.0,1.0,1.0,1.0,0.0,1.0,1.1839745636441035,1.0332190224352353,0.3509201341673466
1571,Mexico,1976,183.774,0.34,1.032,3.001,0.293,628.132,10256.553,1.161,61242000.0,541000000000.0,1.0,1.0,1.0,0.0,1.0,1.4448435504469985,1.1627208748226803,0.38795213489257546
1572,Mexico,1977,192.436,0.343,1.052,3.061,0.291,662.362,10535.422,1.181,62870000.0,561000000000.0,1.0,1.0,1.0,0.0,1.0,1.5600787569178372,1.2805781652412236,0.42484815519898467
1573,Mexico,1978,222.167,0.361,1.172,3.445,0.297,747.092,11583.72,1.215,64495000.0,615000000000.0,1.0,1.0,1.0,0.0,1.0,1.9556061089825456,1.5723119723450263,0.46167618529598403
1574,Mexico,1979,240.321,0.351,1.235,3.634,0.291,825.985,12491.463,1.206,66124000.0,685000000000.0,1.0,1.0,1.0,0.0,1.0,2.197118454661558,1.843948408599485,0.49859486900552985
1575,Mexico,1980,267.818,0.349,1.383,3.952,0.297,900.664,13291.772,1.173,67761000.0,768000000000.0,1.0,1.0,1.0,0.0,1.0,2.5629257130693905,2.1010756242339106,0.5356948599401686
1576,Mexico,1981,283.797,0.344,1.506,4.089,0.286,993.879,14319.366,1.203,69408000.0,826000000000.0,1.0,1.0,1.0,0.0,1.0,2.7755028735632186,2.4220241292401767,0.5730214849061736
1577,Mexico,1982,304.01,0.373,1.626,4.278,0.293,1036.528,14586.865,1.273,71059000.0,814000000000.0,1.0,1.0,1.0,0.0,1.0,3.0444071945508724,2.5688688730047247,0.6104387634847248
1578,Mexico,1983,277.667,0.363,1.471,3.819,0.271,1025.663,14106.415,1.342,72709000.0,764000000000.0,1.0,1.0,1.0,0.0,1.0,2.69395221370796,2.5314595986723414,0.6478333786601396
1579,Mexico,1984,276.766,0.353,1.425,3.722,0.258,1072.867,14429.365,1.37,74353000.0,783000000000.0,1.0,1.0,1.0,0.0,1.0,2.681965730097914,2.6939876599319645,0.6850920134167346
1580,Mexico,1985,287.511,0.364,1.429,3.784,0.256,1124.808,14803.412,1.424,75983000.0,790000000000.0,1.0,1.0,1.0,0.0,1.0,2.824912196679438,2.8728256827665994,0.7220333605294171
1581,Mexico,1986,293.556,0.397,1.439,3.783,0.269,1093.045,14085.813,1.477,77599000.0,740000000000.0,1.0,1.0,1.0,0.0,1.0,2.9053320561941245,2.763462518420582,0.7586574199981869
1582,Mexico,1987,306.194,0.409,1.454,3.866,0.271,1129.714,14264.064,1.51,79200000.0,748000000000.0,1.0,1.0,1.0,0.0,1.0,3.073462111536824,2.889717528130122,0.7949415284199075
1583,Mexico,1988,305.849,0.408,1.399,3.786,0.269,1137.405,14078.711,1.517,80789000.0,750000000000.0,1.0,1.0,1.0,0.0,1.0,3.0688723925074495,2.916198405156386,0.8309536760039887
1584,Mexico,1989,360.555,0.465,1.625,4.377,0.3,1200.538,14575.114,1.549,82369000.0,775000000000.0,1.0,1.0,1.0,0.0,1.0,3.7966554916985946,3.1335715958076826,0.8667618529598404
1585,Mexico,1990,317.042,0.382,1.397,3.777,0.251,1263.064,15046.689,1.524,83943000.0,829000000000.0,1.0,1.0,1.0,0.0,1.0,3.2177788420604507,3.348854825159416,0.9024340494968724
1586,Mexico,1991,330.133,0.384,1.425,3.861,0.252,1312.281,15345.988,1.526,85513000.0,860000000000.0,1.0,1.0,1.0,0.0,1.0,3.3919353980417193,3.5183138453910674,0.938015592421358
1587,Mexico,1992,332.78,0.372,1.483,3.822,0.249,1334.439,15325.164,1.493,87075000.0,894000000000.0,1.0,1.0,1.0,0.0,1.0,3.427149851000425,3.5946060405734834,0.9734158281207506
1588,Mexico,1993,338.067,0.376,1.49,3.815,0.252,1341.116,15132.477,1.493,88625000.0,898000000000.0,1.0,1.0,1.0,0.0,1.0,3.4974856321839076,3.6175956148686805,1.0085441029825037
1589,Mexico,1994,351.528,0.379,1.539,3.899,0.248,1419.73,15747.482,1.53,90156000.0,928000000000.0,1.0,1.0,1.0,0.0,1.0,3.6765644955300125,3.8882714264071954,1.0432417731846615
1590,Mexico,1995,331.597,0.395,1.421,3.618,0.238,1395.517,15224.427,1.663,91663000.0,839000000000.0,1.0,1.0,1.0,0.0,1.0,3.411411770966368,3.8049036620804593,1.0773955217115403
1591,Mexico,1996,345.766,0.404,1.438,3.712,0.24,1439.236,15451.232,1.683,93147000.0,855000000000.0,1.0,1.0,1.0,0.0,1.0,3.5999095359727544,3.9554325221391298,1.1110280119662768
1592,Mexico,1997,368.645,0.402,1.524,3.896,0.252,1464.465,15478.807,1.597,94611000.0,917000000000.0,1.0,1.0,1.0,0.0,1.0,3.904281077054065,4.042298475395612,1.1442072341582812
1593,Mexico,1998,388.357,0.396,1.611,4.043,0.254,1530.352,15931.874,1.56,96056000.0,981000000000.0,1.0,1.0,1.0,0.0,1.0,4.166520327799064,4.269153961630102,1.17695585169069
1594,Mexico,1999,390.516,0.387,1.598,4.006,0.252,1548.425,15883.726,1.533,97485000.0,1010000000000.0,1.0,1.0,1.0,0.0,1.0,4.195242656449553,4.331381096007383,1.2093418547729127
1595,Mexico,2000,396.066,0.354,1.577,4.005,0.244,1621.217,16392.484,1.448,98900000.0,1120000000000.0,1.0,1.0,1.0,0.0,1.0,4.2690772669220935,4.582011183186658,1.2414105702112228
1596,Mexico,2001,410.698,0.363,1.621,4.095,0.256,1602.697,15979.348,1.418,100298000.0,1130000000000.0,1.0,1.0,1.0,0.0,1.0,4.463734567901234,4.518244983404261,1.2730940077962107
1597,Mexico,2002,411.968,0.361,1.59,4.051,0.249,1655.147,16277.202,1.452,101685000.0,1140000000000.0,1.0,1.0,1.0,0.0,1.0,4.480630055342699,4.69883554380311,1.3045281479466957
1598,Mexico,2003,437.758,0.374,1.611,4.247,0.262,1670.053,16201.366,1.427,103081000.0,1170000000000.0,1.0,1.0,1.0,0.0,1.0,4.823728182205193,4.750158382569655,1.3361662587254102
1599,Mexico,2004,438.857,0.348,1.541,4.199,0.249,1760.562,16845.064,1.397,104515000.0,1260000000000.0,1.0,1.0,1.0,0.0,1.0,4.838348765432099,5.061789860761063,1.3686655788233162
1600,Mexico,2005,463.993,0.341,1.578,4.377,0.248,1874.179,17680.104,1.378,106005000.0,1360000000000.0,1.0,1.0,1.0,0.0,1.0,5.17274638143891,5.452984478508175,1.4024340494968726
1601,Mexico,2006,476.565,0.329,1.569,4.431,0.246,1934.29,17983.358,1.334,107560000.0,1450000000000.0,1.0,1.0,1.0,0.0,1.0,5.339998403575989,5.659952622953078,1.4376756413743088
1602,Mexico,2007,479.787,0.316,1.533,4.395,0.247,1945.29,17818.746,1.28,109171000.0,1520000000000.0,1.0,1.0,1.0,0.0,1.0,5.382862388250318,5.697826715696402,1.4741863838273954
1603,Mexico,2008,492.98,0.314,1.543,4.449,0.248,1986.825,17929.21,1.265,110815000.0,1570000000000.0,1.0,1.0,1.0,0.0,1.0,5.558375904640272,5.840835846795852,1.5114450185839905
1604,Mexico,2009,475.903,0.322,1.513,4.232,0.241,1971.786,17532.595,1.332,112464000.0,1480000000000.0,1.0,1.0,1.0,0.0,1.0,5.331191464452958,5.789055075817048,1.5488169703562686
1605,Mexico,2010,463.783,0.292,1.4,4.065,0.228,2030.344,17795.516,1.277,114093000.0,1590000000000.0,1.0,1.0,1.0,0.0,1.0,5.16995263942103,5.990676086986463,1.5857356540658145
1606,Mexico,2011,484.165,0.281,1.415,4.185,0.227,2128.926,18401.192,1.238,115695000.0,1720000000000.0,1.0,1.0,1.0,0.0,1.0,5.441105257556407,6.330103706152131,1.6220424258906718
1607,Mexico,2012,496.3,0.285,1.428,4.232,0.232,2142.036,18265.225,1.231,117274000.0,1740000000000.0,1.0,1.0,1.0,0.0,1.0,5.602543635589612,6.375242738503492,1.6578279394433868
1608,Mexico,2013,490.13,0.277,1.401,4.125,0.228,2151.945,18109.895,1.216,118827000.0,1770000000000.0,1.0,1.0,1.0,0.0,1.0,5.520460834397616,6.409360409866546,1.6930242045145498
1609,Mexico,2014,481.129,0.266,1.365,3.998,0.225,2141.569,17793.766,1.183,120355000.0,1810000000000.0,1.0,1.0,1.0,0.0,1.0,5.400715730097914,6.373634811111571,1.7276538845072975
1610,Mexico,2015,481.975,0.259,1.369,3.955,0.225,2139.576,17557.943,1.15,121858000.0,1860000000000.0,1.0,1.0,1.0,0.0,1.0,5.4119705193699446,6.366772714126348,1.7617169794216299
1611,Mexico,2016,484.629,0.258,1.376,3.929,0.224,2167.348,17573.138,1.153,123333000.0,1880000000000.0,1.0,1.0,1.0,0.0,1.0,5.447278097062579,6.46239446900522,1.795145499048137
1612,Netherlands,1965,100.404,0.62,0.891,8.198,0.243,413.96,33798.179,2.555,12248000.0,162000000000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1613,Netherlands,1966,103.558,0.609,0.878,8.349,0.234,443.377,35744.714,2.608,12404000.0,170000000000.0,0.0,1.0,0.0,1.0,0.0,0.031413091111908,0.07106242148999911,0.012736773350751143
1614,Netherlands,1967,106.682,0.586,0.876,8.496,0.228,468.8,37333.76,2.576,12557000.0,182000000000.0,0.0,1.0,0.0,1.0,0.0,0.06252738934703803,0.13247656778432707,0.02522860875244938
1615,Netherlands,1968,113.446,0.582,0.884,8.928,0.216,524.372,41266.375,2.689,12707000.0,195000000000.0,0.0,1.0,0.0,1.0,0.0,0.1298952232978766,0.26672142235964824,0.03747550620509471
1616,Netherlands,1969,115.802,0.544,0.846,9.008,0.198,584.73,45486.604,2.745,12855000.0,213000000000.0,0.0,1.0,0.0,1.0,0.0,0.15336042388749463,0.4125277804618805,0.049559111691704766
1617,Netherlands,1970,141.803,0.622,0.956,10.906,0.215,659.742,50741.586,2.894,13002000.0,228000000000.0,0.0,1.0,0.0,1.0,0.0,0.4123242101908291,0.5937336940767224,0.06156107119529719
1618,Netherlands,1971,140.666,0.581,0.912,10.699,0.202,695.716,52914.191,2.875,13148000.0,242000000000.0,0.0,1.0,0.0,1.0,0.0,0.4009999601609498,0.6806358102232101,0.07348138471587198
1619,Netherlands,1972,157.495,0.623,0.976,11.849,0.195,808.085,60794.869,3.194,13292000.0,253000000000.0,0.0,1.0,0.0,1.0,0.0,0.5686128042707463,0.952084742487197,0.0852384062704115
1620,Netherlands,1973,165.26,0.612,0.972,12.304,0.192,859.457,63990.537,3.183,13431000.0,270000000000.0,0.0,1.0,0.0,1.0,0.0,0.6459503605434046,1.0761836892453378,0.09658719790986284
1621,Netherlands,1974,159.985,0.539,0.945,11.797,0.196,814.672,60070.185,2.743,13562000.0,297000000000.0,0.0,1.0,0.0,1.0,0.0,0.5934126130433053,0.9679969079138082,0.10728282168517309
1622,Netherlands,1975,152.525,0.522,0.902,11.147,0.186,821.096,60008.51,2.812,13683000.0,292000000000.0,0.0,1.0,0.0,1.0,0.0,0.5191127843512212,0.9835153154894194,0.11716198563030698
1623,Netherlands,1976,169.131,0.553,0.95,12.262,0.189,895.426,64918.877,2.926,13793000.0,306000000000.0,0.0,1.0,0.0,1.0,0.0,0.6845046014103024,1.1630737269301383,0.1261430437622469
1624,Netherlands,1977,163.606,0.528,0.895,11.776,0.186,880.059,63345.468,2.839,13893000.0,310000000000.0,0.0,1.0,0.0,1.0,0.0,0.6294769132703877,1.125951782780945,0.13430764206401044
1625,Netherlands,1978,169.793,0.541,0.896,12.142,0.189,896.32,64096.13,2.855,13984000.0,314000000000.0,0.0,1.0,0.0,1.0,0.0,0.691097964224533,1.1652333558797954,0.1417374265186153
1626,Netherlands,1979,187.007,0.572,0.961,13.292,0.202,926.889,65881.637,2.835,14069000.0,327000000000.0,0.0,1.0,0.0,1.0,0.0,0.8625453169196448,1.2390786549425068,0.1486773350751143
1627,Netherlands,1980,176.632,0.518,0.912,12.485,0.203,869.984,61491.692,2.551,14148000.0,341000000000.0,0.0,1.0,0.0,1.0,0.0,0.7592127803673162,1.1016136824813993,0.15512736773350752
1628,Netherlands,1981,164.11,0.497,0.871,11.538,0.199,825.172,58012.645,2.501,14224000.0,330000000000.0,0.0,1.0,0.0,1.0,0.0,0.6344966336002552,0.9933616774567593,0.16133246244284782
1629,Netherlands,1982,133.487,0.422,0.714,9.338,0.175,762.746,53357.546,2.414,14295000.0,316000000000.0,0.0,1.0,0.0,1.0,0.0,0.329498824748018,0.8425596676007344,0.16712932723709994
1630,Netherlands,1983,137.357,0.436,0.728,9.562,0.179,766.523,53360.426,2.433,14365000.0,315000000000.0,0.0,1.0,0.0,1.0,0.0,0.3680431058523565,0.8516837375591846,0.17284454604833444
1631,Netherlands,1984,144.073,0.449,0.742,9.979,0.181,795.924,55127.03,2.48,14438000.0,321000000000.0,0.0,1.0,0.0,1.0,0.0,0.43493287120035073,0.9227075079717848,0.17880470280862182
1632,Netherlands,1985,146.98,0.455,0.731,10.127,0.179,821.786,56620.248,2.544,14514000.0,323000000000.0,0.0,1.0,0.0,1.0,0.0,0.46388590096012106,0.9851821432022417,0.18500979751796212
1633,Netherlands,1986,144.015,0.432,0.706,9.867,0.167,862.453,59088.316,2.59,14596000.0,333000000000.0,0.0,1.0,0.0,1.0,0.0,0.4343552049719134,1.0834211034882597,0.19170476812540824
1634,Netherlands,1987,151.481,0.456,0.719,10.317,0.172,880.297,59953.514,2.651,14683000.0,332000000000.0,0.0,1.0,0.0,1.0,0.0,0.508714792239353,1.126526717557252,0.19880796864794253
1635,Netherlands,1988,145.603,0.423,0.666,9.855,0.165,883.139,59776.593,2.567,14774000.0,344000000000.0,0.0,1.0,0.0,1.0,0.0,0.45017130791601945,1.1333921151802109,0.20623775310254736
1636,Netherlands,1989,161.664,0.449,0.728,10.873,0.182,887.109,59661.629,2.464,14869000.0,360000000000.0,0.0,1.0,0.0,1.0,0.0,0.6101350543803035,1.1429824137597837,0.21399412148922273
1637,Netherlands,1990,162.385,0.432,0.715,10.851,0.179,909.592,60781.292,2.419,14965000.0,376000000000.0,0.0,1.0,0.0,1.0,0.0,0.6173160431855305,1.1972944245820853,0.22183213585891573
1638,Netherlands,1991,170.796,0.439,0.737,11.337,0.184,926.895,61526.372,2.383,15065000.0,389000000000.0,0.0,1.0,0.0,1.0,0.0,0.7010876060714712,1.239093149096531,0.22999673416067928
1639,Netherlands,1992,170.63,0.424,0.76,11.251,0.182,937.826,61837.403,2.333,15166000.0,402000000000.0,0.0,1.0,0.0,1.0,0.0,0.699434285486634,1.2654990820369119,0.2382429784454605
1640,Netherlands,1993,170.818,0.415,0.753,11.188,0.181,945.582,61932.304,2.295,15268000.0,412000000000.0,0.0,1.0,0.0,1.0,0.0,0.7013067208477751,1.2842351918059718,0.2465708687132593
1641,Netherlands,1994,171.401,0.4,0.75,11.152,0.183,935.355,60859.877,2.18,15369000.0,429000000000.0,0.0,1.0,0.0,1.0,0.0,0.7071132624198241,1.2595299062711374,0.2548171129980405
1642,Netherlands,1995,172.966,0.387,0.741,11.182,0.178,973.432,62931.996,2.178,15468000.0,447000000000.0,0.0,1.0,0.0,1.0,0.0,0.7227002908250669,1.3515122234032273,0.2629000653167864
1643,Netherlands,1996,182.148,0.395,0.757,11.704,0.179,1015.347,65241.104,2.202,15563000.0,461000000000.0,0.0,1.0,0.0,1.0,0.0,0.8141508306441975,1.4527659677263502,0.27065643370346176
1644,Netherlands,1997,175.02,0.349,0.723,11.18,0.175,997.349,63708.035,1.991,15655000.0,501000000000.0,0.0,1.0,0.0,1.0,0.0,0.7431576431217881,1.4092883370373952,0.27816786414108424
1645,Netherlands,1998,176.137,0.331,0.73,11.186,0.175,1004.02,63763.509,1.887,15746000.0,532000000000.0,0.0,1.0,0.0,1.0,0.0,0.7542826979004821,1.4254034206203496,0.2855976485956891
1646,Netherlands,1999,170.727,0.298,0.699,10.781,0.172,991.745,62625.973,1.731,15836000.0,573000000000.0,0.0,1.0,0.0,1.0,0.0,0.7004003824548823,1.3957507971784717,0.2929457870672763
1647,Netherlands,2000,171.887,0.27,0.684,10.793,0.171,1004.565,63077.05,1.58,15926000.0,636000000000.0,0.0,1.0,0.0,1.0,0.0,0.7119537070236246,1.426719972944246,0.30029392553886347
1648,Netherlands,2001,176.799,0.275,0.698,11.037,0.169,1043.198,65126.596,1.625,16018000.0,642000000000.0,0.0,1.0,0.0,1.0,0.0,0.7608760607147127,1.5200454150159437,0.30780535597648595
1649,Netherlands,2002,176.113,0.271,0.68,10.932,0.169,1043.461,64770.995,1.605,16110000.0,650000000000.0,0.0,1.0,0.0,1.0,0.0,0.7540436635990598,1.520680742100686,0.31531678641410843
1650,Netherlands,2003,179.565,0.281,0.661,11.084,0.171,1050.658,64851.445,1.647,16201000.0,638000000000.0,0.0,1.0,0.0,1.0,0.0,0.7884247639536274,1.5380664798531256,0.3227465708687133
1651,Netherlands,2004,181.382,0.279,0.637,11.137,0.167,1085.87,66670.985,1.668,16287000.0,651000000000.0,0.0,1.0,0.0,1.0,0.0,0.8065216525238039,1.6231278384384962,0.3297681254082299
1652,Netherlands,2005,177.459,0.256,0.603,10.842,0.16,1108.312,67716.252,1.597,16367000.0,694000000000.0,0.0,1.0,0.0,1.0,0.0,0.7674495040038246,1.6773408058749635,0.33629980404964077
1653,Netherlands,2006,172.687,0.237,0.569,10.504,0.159,1085.718,66041.24,1.489,16440000.0,729000000000.0,0.0,1.0,0.0,1.0,0.0,0.7199215170710332,1.6227606532032082,0.34225996080992815
1654,Netherlands,2007,172.587,0.222,0.552,10.455,0.156,1104.276,66897.467,1.419,16507000.0,778000000000.0,0.0,1.0,0.0,1.0,0.0,0.718925540815107,1.667591071601121,0.34773024167210975
